ID, Cloth ID,Age,Review,Rating,Category
10018,1110,29,Love/hate relationship with this dress,3,Dresses
10019,965,48,Gorgeous eyelet,5,Jackets
10020,1110,57,,5,Dresses
10021,960,34,The perfect summer blazer,5,Jackets
10022,1037,29,Love these (vegan)leathers!,5,Jeans
10023,1087,38,Versatile dress,4,Dresses
10024,1081,52,Versatile dress,5,Dresses
10025,829,44,,5,Blouses
10026,1081,49,Just perfect,5,Dresses
10027,1087,47,,4,Dresses
10028,1037,60,Not worth it for the price,3,Jeans
10029,1037,62,Realllllly wanted to love,3,Jeans
10030,829,61,Cute top,3,Blouses
10031,1081,20,,5,Dresses
10032,1087,26,,5,Dresses
10033,1037,46,Love these pants but they broke my heart,3,Jeans
10034,1037,38,Vegan pilcro,5,Jeans
10035,1037,34,Not flattering for my body type,2,Jeans
10036,829,53,"Again, my bad for not looking at description...",2,Blouses
10037,1087,22,"Great dress, but not my style",4,Dresses
10038,1081,48,Super flattering fit n'flare,5,Dresses
10039,1037,49,Love!,5,Jeans
10040,1103,62,Looks like lemonade and ice cream!,4,Dresses
10041,829,32,,4,Blouses
10042,1037,41,Unique black pants,4,Jeans
10043,1037,34,Great pants with a catch,5,Jeans
10044,1087,25,Simple and versatile,5,Dresses
10045,1037,22,Must have but....,3,Jeans
10046,1103,62,Rehearsal dinner dress,5,Dresses
10047,1103,43,,5,Dresses
10048,1087,38,,5,Dresses
10049,1081,52,Too short but otherwise great!,4,Dresses
10050,1081,53,Great casual dress,5,Dresses
10051,1037,41,,3,Jeans
10052,1037,55,Favorite pant---until they ripped,2,Jeans
10053,1081,32,Cute basic  --- found it to be tts!,4,Dresses
10054,1081,51,Perfect grab & go!,5,Dresses
10055,1037,43,Fun and versatile,5,Jeans
10056,1081,25,Perfect travel/summer dress,5,Dresses
10057,1081,61,The regular size fit my petite frame well,5,Dresses
10058,1037,35,Fell apart after 3 wearings,1,Jeans
10059,1103,39,Tts or runs big,5,Dresses
10060,1037,42,Must have,5,Jeans
10061,1171,30,Fun bottom,5,Swim
10062,829,65,"Light, airy & pretty",5,Blouses
10063,1081,52,Simple yet sexy and feminine,5,Dresses
10064,1037,48,"Love, love, love!!!!!",5,Jeans
10065,1081,24,,4,Dresses
10066,1037,52,These pants are to die for!,5,Jeans
10067,1171,26,Love retailer bathing suits!,5,Swim
10068,1081,52,Runs really small,2,Dresses
10069,863,64,Comfy and cute,5,Knits
10070,1110,51,Pretty but cheaply made,2,Dresses
10071,498,48,,2,Lounge
10072,863,37,,5,Knits
10073,1110,36,Fun and flowy,5,Dresses
10074,1036,45,Pricey but bam!,5,Jeans
10075,881,32,Flattering and stylish,5,Knits
10076,1110,39,Such a disappointment!,1,Dresses
10077,863,47,Cute and comfy tee,4,Knits
10078,498,44,Love the petite!,5,Lounge
10079,498,36,Soft,5,Lounge
10080,863,66,Nice tee - flattering!,5,Knits
10081,975,39,Trend of he seson,5,Jackets
10082,835,39,Wasn't sure at first,5,Blouses
10083,1110,38,"Beautiful, but...",3,Dresses
10084,863,46,Sloppy looking but pretty colors,2,Knits
10085,1095,63,,4,Dresses
10086,863,45,,5,Knits
10087,498,34,,4,Lounge
10088,863,41,Sloppy top,2,Knits
10089,863,45,"Versatile, everyday tee---dress up or dress down.",4,Knits
10090,1110,53,This is polyester...,1,Dresses
10091,863,35,Completely disappointed!,4,Knits
10092,498,43,"Great colors, wide straps, sheer",4,Lounge
10093,1074,45,Classy & adorable,4,Dresses
10094,863,48,Super soft!,5,Knits
10095,1110,49,Size down on this one.,4,Dresses
10096,937,43,,1,Sweaters
10097,1110,34,Poor quality for price,2,Dresses
10098,863,39,,5,Knits
10099,975,55,Disappointed,2,Jackets
10100,863,29,Beautiful color,5,Knits
10101,881,49,Cant' wait to wear this!,5,Knits
10102,863,36,"A great, classic t-shirt with flare",4,Knits
10103,863,57,Wanted to like it,1,Knits
10104,863,61,So soft and comfy,5,Knits
10105,498,55,Perfect tank!,5,Lounge
10106,863,42,"Cute, nice weight tee",4,Knits
10107,937,29,Itchy!,3,Sweaters
10108,1110,50,"Cute design, poor material",2,Dresses
10109,863,63,,5,Knits
10110,863,29,Comfortable long-sleeved tee,4,Knits
10111,975,60,,3,Jackets
10112,863,38,Easy top,5,Knits
10113,996,40,Beautiful skirt,5,Skirts
10114,863,40,Stylish tee,5,Knits
10115,1036,41,Wow!,5,Jeans
10116,863,27,Love it!,5,Knits
10117,965,39,Cute,4,Jackets
10118,835,26,Like it but it is too loose,3,Blouses
10119,937,52,Itchy itchy,2,Sweaters
10120,1110,46,,4,Dresses
10121,560,45,Wonderful work to dinner dress,5,Trend
10122,820,53,I love it!,5,Blouses
10123,839,35,Western shirt with a feminine flare,4,Blouses
10124,820,54,Pretty blouse,4,Blouses
10125,1081,45,Runs large,4,Dresses
10126,820,33,Horrible,1,Blouses
10127,820,34,Could be cute on the right person,2,Blouses
10128,829,37,Beautiful transition piece,5,Blouses
10129,872,53,Great casual top,5,Knits
10130,820,42,Inconsistent all the way around,3,Blouses
10131,829,66,Love it,5,Blouses
10132,872,31,Amazing canary yellow but a little transparent,5,Knits
10133,820,58,Beautiful blouse,5,Blouses
10134,1066,60,"If they still have your size, buy these",4,Pants
10135,1066,58,Cooommfey!!,5,Pants
10136,820,44,Not at all as it looks online,2,Blouses
10137,872,43,Love this shirt!,5,Knits
10138,872,38,Love this basic with a twist,4,Knits
10139,820,66,Too bad,2,Blouses
10140,839,60,Stunning classic,5,Blouses
10141,990,62,Painful but beautiful,3,Skirts
10142,829,50,Such a cute top!,4,Blouses
10143,837,63,"Great fabric, but...",3,Blouses
10144,872,33,Linen tee,5,Knits
10145,872,36,,5,Knits
10146,820,53,So disappointed!,3,Blouses
10147,820,56,Another floreat top misses the mark,1,Blouses
10148,872,47,A versatile keeper,5,Knits
10149,839,45,Love it,5,Blouses
10150,872,35,Love,5,Knits
10151,829,44,Too boxy,4,Blouses
10152,872,39,It's always sunny,5,Knits
10153,820,39,So unflattering....nothing like picture,1,Blouses
10154,829,64,So cute!,5,Blouses
10155,872,39,Another basic tee,4,Knits
10156,820,52,Fall boho,5,Blouses
10157,872,45,Versatile,5,Knits
10158,820,36,Beautiful peasant top,5,Blouses
10159,877,62,Love this tunic!,5,Knits
10160,1005,53,Wish it wasn't suede,5,Skirts
10161,877,49,Seems to run a bit small,3,Knits
10162,376,38,Super soft,5,Lounge
10163,1104,40,Awesome dress!,5,Dresses
10164,862,57,Fit is slimming,5,Knits
10165,936,49,,4,Sweaters
10166,936,40,"Very beautiful, just as pictured",5,Sweaters
10167,1096,35,,5,Dresses
10168,862,47,Soft tee with nice details,5,Knits
10169,147,58,Pleasant dreamy pjs,5,Sleep
10170,1123,53,Awesome jacket!,5,Outerwear
10171,862,32,Wonderful top to dress up or down,5,Knits
10172,1096,49,Gorgeous!!!,5,Dresses
10173,1076,54,I loved it!,5,Dresses
10174,1123,49,Nice jacket,4,Outerwear
10175,376,51,Beautiful for 1 day,3,Lounge
10176,1076,39,"Cute, need tall boots",4,Dresses
10177,1096,41,Channeling laura ingalls wilder,3,Dresses
10178,86,48,Size up,4,Intimates
10179,877,27,,4,Knits
10180,1123,70,Awesome jacket,5,Outerwear
10181,881,61,Perfect top,5,Knits
10182,1096,58,Sister wife,4,Dresses
10183,862,35,I love this shirt,5,Knits
10184,376,35,,5,Lounge
10185,264,29,My favorite invisible socks,5,Legwear
10186,1076,32,Not as pictured,1,Dresses
10187,1076,62,A huge miss that could've been a hit,2,Dresses
10188,831,38,Happy birthday to me!,5,Blouses
10189,1076,34,Love this boho dress,4,Dresses
10190,147,48,,5,Sleep
10191,1096,46,Swiss milkmaid,3,Dresses
10192,909,60,"Quality, classy sweater!",5,Fine gauge
10193,1096,63,Dress review,5,Dresses
10194,1076,60,Adorable,4,Dresses
10195,1076,67,How do i use my arms???,2,Dresses
10196,1135,37,Love this skirt,5,Trend
10197,865,39,Unflattering fit,1,Knits
10198,1076,22,,1,Dresses
10199,936,68,,5,Sweaters
10200,1059,40,Love this jumpsuit!,5,Pants
10201,147,36,Sleeping in comfort & beauty,5,Sleep
10202,909,44,"Very nice, but it's not for tall girls?",5,Fine gauge
10203,1096,59,"Gorgeous, imaginative dress",5,Dresses
10204,1076,37,I really don't have enough bad things to say...,1,Dresses
10205,1096,43,Probably not for everyone,5,Dresses
10206,877,33,Love it!!,5,Knits
10207,1096,40,,2,Dresses
10208,927,46,Really lovely sweater coat,5,Sweaters
10209,936,38,Stunning!!,5,Sweaters
10210,936,50,Lovely jacket,4,Sweaters
10211,936,47,Another timeless piece!,5,Sweaters
10212,1096,56,"Late 1960s, eastern european-looking, beautiful!",5,Dresses
10213,1096,53,Exotic,5,Dresses
10214,936,38,Didn't work for my curvy hips,4,Sweaters
10215,936,49,A signature piece,5,Sweaters
10216,1123,41,Gorgeous jacket,4,Outerwear
10217,877,39,Laid back and stylish,4,Knits
10218,1135,49,Gorgeous; consider sizing up,5,Trend
10219,1092,31,Disappointing,3,Dresses
10220,1096,30,Such a beautiful dress!,5,Dresses
10221,1076,58,Totally off the mark,1,Dresses
10222,877,65,,4,Knits
10223,1096,39,Read beardedlady's review,5,Dresses
10224,147,46,,5,Sleep
10225,1123,49,Incredible quality and style,5,Outerwear
10226,1123,52,Beautiful jacket - feels like leather,5,Outerwear
10227,936,57,Lovely,5,Sweaters
10228,877,57,Versatile comfort,5,Knits
10229,935,23,Hooded ludlow vest,5,Sweaters
10230,1096,22,Love,5,Dresses
10231,1096,34,So beautiful!,4,Dresses
10232,877,34,"I love the look, might snag",4,Knits
10233,1104,25,So soft!,4,Dresses
10234,975,32,Fabric split apart after one day of wear,1,Jackets
10235,131,23,Comfy chic,5,Shorts
10236,131,31,Wanted to love,3,Shorts
10237,880,45,Joliette,4,Knits
10238,870,39,Casual but with sparkle,4,Knits
10239,895,39,Red for me,5,Fine gauge
10240,895,35,Great fit,5,Fine gauge
10241,592,58,Lovely but...,4,Shorts
10242,592,44,Favorite shorts,5,Shorts
10243,895,58,Unique and comfortable design,4,Fine gauge
10244,895,41,Perfect ruffle pullover,5,Fine gauge
10245,880,41,"Well made, good fit",5,Knits
10246,843,33,Design flaw,1,Blouses
10247,863,39,"Great product, not so great fabric",2,Knits
10248,895,42,Great sweater!,5,Fine gauge
10249,131,37,"Great design, but poor quality",3,Shorts
10250,592,37,,5,Shorts
10251,592,34,Love and hate,4,Shorts
10252,870,31,,5,Knits
10253,880,56,Excellent top,5,Knits
10254,131,45,Outdoor guilt,5,Shorts
10255,975,49,Unflattering cut,3,Jackets
10256,895,38,Prettier in person,5,Fine gauge
10257,895,47,Adorable - better in person!,5,Fine gauge
10258,131,48,A must have for every wardrobe!,5,Shorts
10259,1033,21,You had me at hello,5,Jeans
10260,860,30,Comfy but sexy,5,Knits
10261,1056,20,Roll-ups that are versitile,5,Pants
10262,1110,57,Beautiful,5,Dresses
10263,1116,53,Absolutely keeping this one,5,Outerwear
10264,860,40,Gorgeous top,5,Knits
10265,1110,53,A classic made for modern times,5,Dresses
10266,858,29,Perfect for spring,5,Knits
10267,1033,41,"Love everything about these, except for the butt.",3,Jeans
10268,1110,51,,5,Dresses
10269,950,31,Beautiful but fit awkwardly,3,Sweaters
10270,1110,49,Beautiful cut and so comfortable!,5,Dresses
10271,916,42,Light and versatile,4,Fine gauge
10272,619,36,,5,Shorts
10273,1056,33,Perfect!,5,Pants
10274,1033,45,Great alternative to your skinny jeans,5,Jeans
10275,916,33,Mini version????,3,Fine gauge
10276,860,74,Classy,5,Knits
10277,964,46,Denim joy,5,Jackets
10278,1056,66,Favorite new pants!,5,Pants
10279,1056,53,Most. comfortable. pants. ever.,5,Pants
10280,860,55,,3,Knits
10281,626,39,Meh... not doing it for me,3,Pants
10282,1110,56,,5,Dresses
10283,858,62,,5,Knits
10284,1033,46,Take the crop jean plunge,5,Jeans
10285,964,39,Fun pretty piece,5,Jackets
10286,1033,53,,5,Jeans
10287,1110,31,"Cute dress, quality is only ok",4,Dresses
10288,950,41,Perfect for fall,5,Sweaters
10289,1033,55,Fun jeans!,5,Jeans
10290,1116,37,Beautiful colors but poor quality and bulky,2,Outerwear
10291,916,32,"Long, simple vest",5,Fine gauge
10292,860,46,Cute tee with a bit extra!,5,Knits
10293,1056,32,Soft and flattering,5,Pants
10294,860,52,,4,Knits
10295,858,53,,5,Knits
10296,1094,31,Very cute,5,Dresses
10297,148,48,Adorable whimsical soft wonderful,5,Sleep
10298,860,56,Not for large busts,3,Knits
10299,1110,50,Unique,5,Dresses
10300,1033,36,Cute!,5,Jeans
10301,1116,40,Fabulous!!!!!,5,Outerwear
10302,964,36,Light and sweet,5,Jackets
10303,1110,46,Simply beautiful,4,Dresses
10304,619,53,Runs about 2 sizes too small,3,Shorts
10305,1033,46,Disappointed,3,Jeans
10306,860,49,"Has some good things going for it but didn't ""wow""",4,Knits
10307,860,43,Exceeded expectations,5,Knits
10308,1033,55,I. love. these. jeans.,5,Jeans
10309,1110,66,Lots of compliments,4,Dresses
10310,1056,40,Get this pants stat!,5,Pants
10311,1110,40,Beautiful and unique,5,Dresses
10312,860,58,Beautiful black top,5,Knits
10313,1033,46,Super cute,5,Jeans
10314,1080,67,Pretty pretty,5,Dresses
10315,860,37,Light and breezy,3,Knits
10316,1110,22,,5,Dresses
10317,1033,45,Just great,5,Jeans
10318,1056,25,Really great!,5,Pants
10319,1110,51,Versatile dress,5,Dresses
10320,1110,38,Cute dress but runs large!,3,Dresses
10321,1033,41,Wanted to love these jeans,4,Jeans
10322,1080,50,Odd skirt,3,Dresses
10323,1033,60,New favorite jeans,5,Jeans
10324,619,31,Runs 1-2 sizes too small,4,Shorts
10325,626,33,Good short,4,Pants
10326,1033,44,Awesome jeans,5,Jeans
10327,626,24,,2,Pants
10328,1110,60,"Fun, great design if it was a solid or small print",4,Dresses
10329,148,49,Tea time sleep pant,5,Sleep
10330,619,31,,5,Shorts
10331,1110,43,Nice flow,5,Dresses
10332,619,35,Size up!,4,Shorts
10333,1110,33,100% gorgeous,5,Dresses
10334,1056,40,Greatest pants ever-too bad retailer planned poorly,3,Pants
10335,860,41,,4,Knits
10336,148,54,Live this,5,Sleep
10337,1110,47,Stunning,5,Dresses
10338,619,33,Comically bad,2,Shorts
10339,1033,55,Jean of my dreams!,5,Jeans
10340,1110,45,Perfect dress for almost any occasion,5,Dresses
10341,619,31,Super cute and super small,3,Shorts
10342,844,31,Boho chic at it's finest!,5,Blouses
10343,1110,41,Super unique   great fall dress,5,Dresses
10344,1094,34,Extremely soft and comfortable,4,Dresses
10345,950,38,Heavy and boxy,3,Sweaters
10346,1056,47,Very nice and versatile pants,4,Pants
10347,1056,59,Great travel pant!,5,Pants
10348,1110,36,A stunner,5,Dresses
10349,1116,53,Awesome,5,Outerwear
10350,1033,41,,5,Jeans
10351,1110,54,The look!,5,Dresses
10352,1110,45,Beautiful,5,Dresses
10353,1080,44,Vintage princess,4,Dresses
10354,1110,65,,5,Dresses
10355,860,58,,4,Knits
10356,1094,43,,4,Dresses
10357,1033,36,My new every day jeans,5,Jeans
10358,1033,48,More faded than they look here,3,Jeans
10359,964,24,Unexpectedly in love,5,Jackets
10360,1033,55,,5,Jeans
10361,1072,33,Cute but thin,3,Dresses
10362,996,59,,4,Skirts
10363,1020,52,"Great color, great skirt",5,Skirts
10364,1039,44,Don't bother,1,Jeans
10365,1094,29,Great quality and flattering,5,Dresses
10366,1111,26,"Beautiful in the pic, fits kind of funny in person",3,Dresses
10367,1020,62,,4,Skirts
10368,1033,41,,5,Jeans
10369,1094,22,Great cut,4,Dresses
10370,1072,25,,5,Dresses
10371,1056,42,"I ""heart"" this!",5,Pants
10372,1020,26,The skirt,5,Skirts
10373,1094,39,Flattering and rich colors,4,Dresses
10374,1094,38,Vintage - classic style,4,Dresses
10375,1020,36,Luxurious!,5,Skirts
10376,1094,52,,5,Dresses
10377,1094,35,"Completely agree, not worth it",2,Dresses
10378,1094,36,,4,Dresses
10379,1020,40,Love it!,5,Skirts
10380,1094,32,,5,Dresses
10381,941,55,Beautiful periwinkle softness,5,Sweaters
10382,1020,38,"Beautiful cut, fabric not so great",4,Skirts
10383,1033,38,Lean and long,5,Jeans
10384,830,41,,5,Blouses
10385,1094,64,Wine color extremely drab; styling unflattering,3,Dresses
10386,1008,40,,4,Skirts
10387,1094,45,Great fit!,4,Dresses
10388,1094,62,Curves ahead,5,Dresses
10389,1072,52,Love!,5,Dresses
10390,1085,43,Expect it to be the same length as on model,4,Dresses
10391,1013,31,"Lovely fabric, unsure of fit",3,Skirts
10392,1033,57,Black pilcor pants,5,Jeans
10393,1094,49,,4,Dresses
10394,941,46,Beautiful sweater,5,Sweaters
10395,1072,51,Loved how the front looked.,4,Dresses
10396,1008,26,"Simple , lovely color. interesting neoprene fabric",5,Skirts
10397,1033,46,Love these!,5,Jeans
10398,1094,45,Elorn will be worn,4,Dresses
10399,1020,44,Simply sweet skirt,5,Skirts
10400,1094,48,"Good dress, makes your figure look great",4,Dresses
10401,1020,48,Good skirt,4,Skirts
10402,941,45,Thick and cozy,4,Sweaters
10403,1094,36,Nothing special,3,Dresses
10404,941,48,Itchy,2,Sweaters
10405,1020,75,,1,Skirts
10406,1039,44,Mom jeans worthy of a snl skit,2,Jeans
10407,1072,29,,5,Dresses
10408,1094,24,,1,Dresses
10409,941,42,For people with really long arms!,2,Sweaters
10410,941,28,Nothing to rave about,3,Sweaters
10411,1020,33,"Flexible, forgiving, lightweight",3,Skirts
10412,1033,37,Loved the style/didn't work for me,3,Jeans
10413,1020,33,Simply beautiful,5,Skirts
10414,1094,48,Pretty and simple,5,Dresses
10415,1020,65,Gorgeous skirt!,5,Skirts
10416,1072,35,"Beautiful, but needs alterations.",4,Dresses
10417,1056,47,"Flattering, great material",5,Pants
10418,1072,26,Love this dress!,5,Dresses
10419,996,38,Color is too muted and material is odd,3,Skirts
10420,1020,31,Awkward ruching at waist,2,Skirts
10421,1072,48,Super cute!,4,Dresses
10422,1072,23,Comfortable & lovely,5,Dresses
10423,1094,47,Sale!,5,Dresses
10424,1078,41,Love it,5,Dresses
10425,1078,42,Runs very large,3,Dresses
10426,1078,37,"A unique, fun piece",5,Dresses
10427,1038,47,Comfy,5,Jeans
10428,819,40,,5,Blouses
10429,1078,41,Slightly annoyed,3,Dresses
10430,1126,33,Cute jacket but not good quality,4,Outerwear
10431,862,50,Beautiful!,5,Knits
10432,1078,39,"Like enough, but passed",4,Dresses
10433,819,39,"Very cute, short",5,Blouses
10434,1078,31,Misleading product photos,3,Dresses
10435,1038,48,Love these!,5,Jeans
10436,1078,55,Awesome dress,5,Dresses
10437,1078,41,Love it!,5,Dresses
10438,819,34,Nice light weight top for summer!,5,Blouses
10439,1126,71,Incredible find!,5,Outerwear
10440,1078,35,Pretty and flowy,3,Dresses
10441,819,69,,1,Blouses
10442,1116,53,Run and buy this coat today!,5,Outerwear
10443,1078,39,Love this dress!,5,Dresses
10444,862,60,,5,Knits
10445,1116,60,5 star perfection,5,Outerwear
10446,873,48,Luxurious!,5,Knits
10447,888,46,,3,Knits
10448,827,26,Too billowy,3,Blouses
10449,862,46,Love it!,5,Knits
10450,862,37,Wanted to love but couldn't,2,Knits
10451,1078,23,Great,5,Dresses
10452,1035,41,Love love love,5,Jeans
10453,819,33,Drive-in plaid tank,3,Blouses
10454,1116,40,Very attractive coat,4,Outerwear
10455,1126,28,,3,Outerwear
10456,1116,47,Beautiful but too wide for my petite frame,4,Outerwear
10457,1116,47,,4,Outerwear
10458,819,30,Confusing sizing,3,Blouses
10459,1078,50,,5,Dresses
10460,1038,48,Huge!!,1,Jeans
10461,1116,48,Very nice!,5,Outerwear
10462,862,48,,2,Knits
10463,1038,51,Best. jeans. ever.,5,Jeans
10464,1088,48,Stunner,4,Dresses
10465,862,43,Runs large and is not flattering,2,Knits
10466,1078,53,,5,Dresses
10467,1116,43,For the woman who is vibrant and dynamic,5,Outerwear
10468,1078,51,,3,Dresses
10469,1038,37,Super comfy and stylish jeans,5,Jeans
10470,818,80,Completely sheer!,3,Blouses
10471,873,34,,1,Knits
10472,1078,57,Fun and flattering,5,Dresses
10473,1078,51,"Very pretty, but truly gigantic!",4,Dresses
10474,1035,42,Nice but a little skinny,4,Jeans
10475,1078,35,,5,Dresses
10476,1078,45,Great dress,5,Dresses
10477,1078,36,Gorgeous print,5,Dresses
10478,862,37,Beautiful top,4,Knits
10479,873,42,Love this!,5,Knits
10480,862,47,,4,Knits
10481,1080,30,I wanted to love this,1,Dresses
10482,1080,53,Worth the wait,5,Dresses
10483,574,26,,4,Layering
10484,1110,31,Dreamy dress!,5,Dresses
10485,929,56,Very simple but adorable form,4,Sweaters
10486,1110,57,Looks like a painting,5,Dresses
10487,1080,35,Great dress!,5,Dresses
10488,860,53,Nice basic,4,Knits
10489,909,48,Disappointed in quality,3,Fine gauge
10490,254,69,This will not fit bustier women,2,Swim
10491,833,50,Fun summer top,5,Blouses
10492,1080,33,Perfect summer wedding dress,5,Dresses
10493,1080,50,,3,Dresses
10494,1110,52,"Not polyester, allelujah!",5,Dresses
10495,1022,40,New favorite jeans!,5,Jeans
10496,254,43,"Love, love, love",5,Swim
10497,1080,34,Not a good fit,2,Dresses
10498,1080,24,Wanted to love it...,2,Dresses
10499,1110,45,Beautiful dress but needs a slip,4,Dresses
10500,254,39,Not for the long waisted,3,Swim
10501,254,45,"Lovely, flattering, comfortable",5,Swim
10502,1080,39,Too many pleats,2,Dresses
10503,1022,32,Ag wins again,5,Jeans
10504,1080,33,Maximizes bust if that's what you want,4,Dresses
10505,1080,42,Feminine dress,5,Dresses
10506,929,47,"On the right person, maybe?",2,Sweaters
10507,1080,39,Cute,5,Dresses
10508,833,39,Beautiful tank to wear for years,5,Blouses
10509,1110,28,Beautifully made; lovely pattern and colors,5,Dresses
10510,1110,47,Beautiful dress,5,Dresses
10511,1080,28,,5,Dresses
10512,1080,36,Pretty dress - for the right skin tone,4,Dresses
10513,860,51,Love it!,5,Knits
10514,1080,40,,5,Dresses
10515,254,28,Not cute,2,Swim
10516,574,26,Good not great,4,Layering
10517,1110,44,Beautiful dress; so excited to wear it!!!,1,Dresses
10518,860,29,Cute turtleneck,5,Knits
10519,254,34,"Wanted to love it, but it's too short",2,Swim
10520,909,27,Fabric felt cheap,2,Fine gauge
10521,860,54,"Love the top, but the armholes!",2,Knits
10522,1080,24,Floral dress,5,Dresses
10523,1110,63,The print is a work of art - i love this dress,5,Dresses
10524,1022,45,"Love, love these jeans",5,Jeans
10525,1080,36,As pictured,5,Dresses
10526,1080,27,Feminine and adorable,4,Dresses
10527,1110,43,Lovely easy dress,4,Dresses
10528,860,49,Nice...but not true white,4,Knits
10529,929,45,I really wanted to love this but...,3,Sweaters
10530,1074,33,Had high hopes!,4,Dresses
10531,929,53,Too boxy,3,Sweaters
10532,833,47,"Beautiful, huge armholes",4,Blouses
10533,833,51,Bright but boxy,5,Blouses
10534,929,30,,2,Sweaters
10535,1110,55,Gorgeous and flattering,5,Dresses
10536,1022,54,Love these jeans!,5,Jeans
10537,1110,34,Doesn't flare at bottom,5,Dresses
10538,1080,44,Beautiful,5,Dresses
10539,860,67,Just as shown,5,Knits
10540,1110,70,Lovely unique dress,5,Dresses
10541,1080,37,,5,Dresses
10542,1080,53,Better in person,5,Dresses
10543,833,45,"Gorgeous top, with the right bra (or lack thereof)",5,Blouses
10544,860,27,Beautiful top but large arm holes,3,Knits
10545,1135,44,Simple & elegant,5,Trend
10546,1110,51,A monet painting,5,Dresses
10547,833,26,My newest go to,5,Blouses
10548,1028,41,New favorite jeans!!,5,Jeans
10549,860,30,Wear this tank anywhere,5,Knits
10550,860,63,Huuuuuuge armholes!!!!,3,Knits
10551,254,27,,5,Swim
10552,1022,26,So comfy,5,Jeans
10553,833,56,Beautiful but wide,4,Blouses
10554,1074,56,The perfect red dress,5,Dresses
10555,1022,36,Great fit!,5,Jeans
10556,254,32,This product fits well,5,Swim
10557,574,60,Looks nothing like the photo,1,Layering
10558,860,40,Loved the style but was too short on me,3,Knits
10559,1080,34,Beautiful flowy dress,5,Dresses
10560,1110,24,,5,Dresses
10561,1022,33,,5,Jeans
10562,909,48,Pretty and lightweight.,5,Fine gauge
10563,1080,30,Might work for narrow hips,3,Dresses
10564,929,62,Stylish,5,Sweaters
10565,1080,58,,5,Dresses
10566,860,61,Who was the petite fit model for this?,2,Knits
10567,860,54,This product runs too small.,3,Knits
10568,1110,40,,4,Dresses
10569,929,38,Great fall piece,4,Sweaters
10570,1110,39,Gorgeous print,5,Dresses
10571,1080,39,Very femme,4,Dresses
10572,860,30,Love the top,5,Knits
10573,929,46,A new wardrobe staple!,5,Sweaters
10574,860,59,,5,Knits
10575,929,44,Chunky/cute,4,Sweaters
10576,1080,43,Yay!!,5,Dresses
10577,1080,61,,5,Dresses
10578,254,31,Size l is true to size and flattering,5,Swim
10579,1080,50,Beautiful,5,Dresses
10580,1080,34,Ah-mazing dress!!,5,Dresses
10581,1080,49,Gorgeous on anyone as long as you aren't pale,5,Dresses
10582,1022,59,Perfection!,5,Jeans
10583,1080,64,Can't wait for warmer weather,5,Dresses
10584,254,35,,4,Swim
10585,895,32,Great shirt for work,5,Fine gauge
10586,1080,37,Perfect summer dress,5,Dresses
10587,1080,39,Elegant!,5,Dresses
10588,1022,26,Fit like a dream!,5,Jeans
10589,929,45,Cozy!,5,Sweaters
10590,1110,28,Beautiful.,5,Dresses
10591,1110,61,May be for you but not me,3,Dresses
10592,860,55,,5,Knits
10593,1080,34,"Great dress, too big in the chest",4,Dresses
10594,879,45,Perfect lightweight sweater for spring!,5,Knits
10595,1009,22,Sweet and romantic little piece,5,Skirts
10596,1068,38,Great pants,5,Pants
10597,879,44,"Go-to, throw over anything sweater",4,Knits
10598,1025,35,Lovely jeans,3,Jeans
10599,284,36,,1,Intimates
10600,862,37,Neck tight,3,Knits
10601,1009,35,Perfect everyday skirt,4,Skirts
10602,1086,33,Great color and length,5,Dresses
10603,838,57,,5,Blouses
10604,838,32,This product has a cute design and nice fabric.,5,Blouses
10605,1100,31,Too much fabric,3,Dresses
10606,877,38,Nothing special...,2,Knits
10607,157,30,"Soft, comfy and well made!",5,Legwear
10608,1068,59,Hard to top,4,Pants
10609,862,41,Beautiful embroidery detail,4,Knits
10610,879,27,Love the style,5,Knits
10611,157,66,Love plaid,5,Legwear
10612,838,52,Very boxy,2,Blouses
10613,1028,41,Love the wide legs,4,Jeans
10614,1028,53,Absolutely perfect!!!,4,Jeans
10615,157,48,"As pictured, but not slimming as i hoped",4,Legwear
10616,1068,42,Exactly what i was looking for!,5,Pants
10617,1028,91,Pajama jeans,2,Jeans
10618,877,29,Unique little sweatshirt top,4,Knits
10619,1068,46,My go to,5,Pants
10620,838,41,Really wanted to like it,2,Blouses
10621,838,34,Photos on model misleading,2,Blouses
10622,1100,36,Polyester! urrrrgh,2,Dresses
10623,877,41,Cute but a bit too long,2,Knits
10624,877,53,"Cute on the model, but not in person",3,Knits
10625,877,42,Size down,3,Knits
10626,1060,53,Finally--pants for real women!,5,Pants
10627,1036,66,Way too tight,3,Jeans
10628,879,61,I was disappointed.,2,Knits
10629,836,50,Beautiful and elegant tank,5,Blouses
10630,1036,50,My new favorite jean!!!,5,Jeans
10631,1068,34,Comfortable & versatile,5,Pants
10632,879,37,Just didn't work for me,3,Knits
10633,879,51,Lightweight sweater,4,Knits
10634,1060,35,Highest quality trousers i've found this fall!,5,Pants
10635,1068,39,Perfect summer pants,5,Pants
10636,862,43,More beautiful in person,5,Knits
10637,838,34,,5,Blouses
10638,862,24,,5,Knits
10639,1068,29,Great find,5,Pants
10640,879,40,Snags easily,1,Knits
10641,1068,38,,5,Pants
10642,838,30,"Unique, gorgeous and timeless!",5,Blouses
